step,loss,tri_loss,lr,elapsed_s
97,5.886405,0.000000,0.00005820,17.4
98,5.785247,0.000000,0.00005880,17.6
99,5.805177,0.000000,0.00005940,17.7
100,5.795367,0.000000,0.00006000,17.9
101,5.776995,0.000000,0.00006060,18.1
102,5.808883,0.000000,0.00006120,18.3
103,5.758138,0.000000,0.00006180,18.4
104,5.706892,0.000000,0.00006240,18.6
105,5.704336,0.000000,0.00006300,18.8
106,5.704504,0.000000,0.00006360,19.0
107,5.601636,0.000000,0.00006420,19.1
108,5.668935,0.000000,0.00006480,19.3
109,5.601942,0.000000,0.00006540,19.5
110,5.576499,0.000000,0.00006600,19.6
111,5.605399,0.000000,0.00006660,19.8
112,5.538831,0.000000,0.00006720,20.0
113,5.576219,0.000000,0.00006780,20.2
114,5.508597,0.000000,0.00006840,20.3
115,5.463311,0.000000,0.00006900,20.5
116,5.478667,0.000000,0.00006960,20.7
117,5.448213,0.000000,0.00007020,20.9
118,5.461082,0.000000,0.00007080,21.0
119,5.378308,0.000000,0.00007140,21.2
120,5.409627,0.000000,0.00007200,21.4
121,5.368158,0.000000,0.00007260,21.5
122,5.370620,0.000000,0.00007320,21.7
123,5.317197,0.000000,0.00007380,21.9
124,5.313664,0.000000,0.00007440,22.1
125,5.278300,0.000000,0.00007500,22.2
126,5.378785,0.000000,0.00007560,22.4
127,5.251428,0.000000,0.00007620,22.6
128,5.223807,0.000000,0.00007680,22.8
129,5.194256,0.000000,0.00007740,22.9
130,5.214611,0.000000,0.00007800,23.1
131,5.250647,0.000000,0.00007860,23.3
132,5.164541,0.000000,0.00007920,23.4
133,5.178123,0.000000,0.00007980,23.6
134,5.168102,0.000000,0.00008040,23.8
135,5.199219,0.000000,0.00008100,24.0
136,5.215499,0.000000,0.00008160,24.1
137,5.080942,0.000000,0.00008220,24.3
138,5.128255,0.000000,0.00008280,24.5
139,5.076317,0.000000,0.00008340,24.7
140,5.031292,0.000000,0.00008400,24.8
141,5.070629,0.000000,0.00008460,25.0
142,5.011193,0.000000,0.00008520,25.2
143,5.056610,0.000000,0.00008580,25.3
144,5.114482,0.000000,0.00008640,25.5
145,4.997486,0.000000,0.00008700,25.7
146,5.029506,0.000000,0.00008760,25.9
147,5.047174,0.000000,0.00008820,26.0
148,4.955093,0.000000,0.00008880,26.2
149,4.911205,0.000000,0.00008940,26.4
150,4.972732,0.000000,0.00009000,26.6
151,4.945108,0.000000,0.00009060,26.7
152,4.943181,0.000000,0.00009120,26.9
153,4.916127,0.000000,0.00009180,27.1
154,5.020201,0.000000,0.00009240,27.3
155,4.874061,0.000000,0.00009300,27.4
156,4.888805,0.000000,0.00009360,27.6
157,4.874517,0.000000,0.00009420,27.8
158,4.909140,0.000000,0.00009480,28.0
159,4.846816,0.000000,0.00009540,28.1
160,4.907331,0.000000,0.00009600,28.3
161,4.844435,0.000000,0.00009660,28.5
162,4.775496,0.000000,0.00009720,28.6
163,4.842659,0.000000,0.00009780,28.8
164,4.811519,0.000000,0.00009840,29.0
165,4.804177,0.000000,0.00009900,29.2
166,4.756727,0.000000,0.00009960,29.3
167,4.810653,0.000000,0.00010020,29.5
168,4.765231,0.000000,0.00010080,29.7
169,4.698260,0.000000,0.00010140,29.9
170,4.708608,0.000000,0.00010200,30.0
171,4.717326,0.000000,0.00010260,30.2
172,4.781219,0.000000,0.00010320,30.4
173,4.715460,0.000000,0.00010380,30.6
174,4.734379,0.000000,0.00010440,30.7
175,4.657446,0.000000,0.00010500,30.9
176,4.644677,0.000000,0.00010560,31.1
177,4.656667,0.000000,0.00010620,31.3
178,4.684943,0.000000,0.00010680,31.4
179,4.632225,0.000000,0.00010740,31.6
180,4.648184,0.000000,0.00010800,31.8
181,4.716989,0.000000,0.00010860,32.0
182,4.674547,0.000000,0.00010920,32.1
183,4.657427,0.000000,0.00010980,32.3
184,4.629349,0.000000,0.00011040,32.5
185,4.584513,0.000000,0.00011100,32.7
186,4.624608,0.000000,0.00011160,32.8
187,4.660127,0.000000,0.00011220,33.0
188,4.565650,0.000000,0.00011280,33.2
189,4.595844,0.000000,0.00011340,33.3
190,4.575865,0.000000,0.00011400,33.5
191,4.628930,0.000000,0.00011460,33.7
192,4.552773,0.000000,0.00011520,33.9
193,4.583005,0.000000,0.00011580,34.0
194,4.633423,0.000000,0.00011640,34.2
195,4.528331,0.000000,0.00011700,34.4
196,4.542521,0.000000,0.00011760,34.6
197,4.563509,0.000000,0.00011820,34.7
198,4.495674,0.000000,0.00011880,34.9
199,4.536542,0.000000,0.00011940,35.1
200,4.478607,0.000000,0.00012000,35.2
201,4.464532,0.000000,0.00012060,35.4
202,4.395357,0.000000,0.00012120,35.6
203,4.481367,0.000000,0.00012180,35.8
204,4.471524,0.000000,0.00012240,35.9
205,4.469565,0.000000,0.00012300,36.1
206,4.403137,0.000000,0.00012360,36.3
207,4.491185,0.000000,0.00012420,36.5
208,4.444693,0.000000,0.00012480,36.6
209,4.420988,0.000000,0.00012540,36.8
210,4.423568,0.000000,0.00012600,37.0
211,4.436749,0.000000,0.00012660,37.1
212,4.399174,0.000000,0.00012720,37.3
213,4.428933,0.000000,0.00012780,37.5
214,4.489749,0.000000,0.00012840,37.7
215,4.485442,0.000000,0.00012900,37.8
216,4.395886,0.000000,0.00012960,38.0
217,4.359065,0.000000,0.00013020,38.2
218,4.390646,0.000000,0.00013080,38.3
219,4.405249,0.000000,0.00013140,38.5
220,4.383422,0.000000,0.00013200,38.7
221,4.368264,0.000000,0.00013260,38.9
222,4.356403,0.000000,0.00013320,39.0
223,4.307041,0.000000,0.00013380,39.2
224,4.367791,0.000000,0.00013440,39.4
225,4.328928,0.000000,0.00013500,39.6
226,4.381429,0.000000,0.00013560,39.7
227,4.201808,0.000000,0.00013620,39.9
228,4.315796,0.000000,0.00013680,40.1
229,4.309267,0.000000,0.00013740,40.3
230,4.322834,0.000000,0.00013800,40.4
231,4.389897,0.000000,0.00013860,40.6
232,4.331731,0.000000,0.00013920,40.8
233,4.379532,0.000000,0.00013980,40.9
234,4.313697,0.000000,0.00014040,41.1
235,4.339536,0.000000,0.00014100,41.3
236,4.316084,0.000000,0.00014160,41.5
237,4.282021,0.000000,0.00014220,41.6
238,4.256147,0.000000,0.00014280,41.8
239,4.283898,0.000000,0.00014340,42.0
240,4.186808,0.000000,0.00014400,42.2
241,4.230966,0.000000,0.00014460,42.3
242,4.217819,0.000000,0.00014520,42.5
243,4.215416,0.000000,0.00014580,42.7
244,4.304631,0.000000,0.00014640,42.8
245,4.256481,0.000000,0.00014700,43.0
246,4.327671,0.000000,0.00014760,43.2
247,4.254010,0.000000,0.00014820,43.4
248,4.126176,0.000000,0.00014880,43.5
249,4.302682,0.000000,0.00014940,43.7
250,4.267067,0.000000,0.00015000,43.9
251,4.245859,0.000000,0.00015060,44.0
252,4.209570,0.000000,0.00015120,44.2
253,4.185137,0.000000,0.00015180,44.4
254,4.212729,0.000000,0.00015240,44.6
255,4.183811,0.000000,0.00015300,44.7
256,4.225632,0.000000,0.00015360,44.9
257,4.189149,0.000000,0.00015420,45.1
258,4.161978,0.000000,0.00015480,45.3
259,4.139579,0.000000,0.00015540,45.4
260,4.169863,0.000000,0.00015600,45.6
261,4.161364,0.000000,0.00015660,45.8
262,4.129809,0.000000,0.00015720,45.9
263,4.128226,0.000000,0.00015780,46.1
264,4.092848,0.000000,0.00015840,46.3
265,4.145956,0.000000,0.00015900,46.5
266,4.151896,0.000000,0.00015960,46.6
267,4.106089,0.000000,0.00016020,46.8
268,4.152277,0.000000,0.00016080,47.0
269,4.146993,0.000000,0.00016140,47.2
270,4.116494,0.000000,0.00016200,47.3
271,4.159682,0.000000,0.00016260,47.5
272,4.162480,0.000000,0.00016320,47.7
273,4.126653,0.000000,0.00016380,47.9
274,4.105119,0.000000,0.00016440,48.0
275,4.117031,0.000000,0.00016500,48.2
276,4.156055,0.000000,0.00016560,48.4
277,4.077557,0.000000,0.00016620,48.5
278,4.107763,0.000000,0.00016680,48.7
279,4.086332,0.000000,0.00016740,48.9
280,4.061942,0.000000,0.00016800,49.1
281,4.109465,0.000000,0.00016860,49.2
282,4.125983,0.000000,0.00016920,49.4
283,4.127741,0.000000,0.00016980,49.6
284,4.087520,0.000000,0.00017040,49.8
285,4.031959,0.000000,0.00017100,49.9
286,4.066002,0.000000,0.00017160,50.1
287,4.020267,0.000000,0.00017220,50.3
288,4.092256,0.000000,0.00017280,50.4
289,3.974566,0.000000,0.00017340,50.6
290,4.042963,0.000000,0.00017400,50.8
291,4.037131,0.000000,0.00017460,51.0
292,4.073881,0.000000,0.00017520,51.1
293,4.083433,0.000000,0.00017580,51.3
294,4.015794,0.000000,0.00017640,51.5
295,4.038967,0.000000,0.00017700,51.7
296,4.058687,0.000000,0.00017760,51.8
297,4.019706,0.000000,0.00017820,52.0
298,4.089849,0.000000,0.00017880,52.2
299,4.053799,0.000000,0.00017940,52.3
300,4.010894,0.000000,0.00018000,52.5
301,3.993774,0.000000,0.00018060,52.7
302,3.994844,0.000000,0.00018120,52.9
303,4.040612,0.000000,0.00018180,53.0
304,4.005477,0.000000,0.00018240,53.2
305,4.020171,0.000000,0.00018300,53.4
306,3.954007,0.000000,0.00018360,53.6
307,4.012765,0.000000,0.00018420,53.7
308,3.936143,0.000000,0.00018480,53.9
309,4.019569,0.000000,0.00018540,54.1
310,3.968408,0.000000,0.00018600,54.2
311,4.000092,0.000000,0.00018660,54.4
312,3.984939,0.000000,0.00018720,54.6
313,4.013479,0.000000,0.00018780,54.8
314,3.942652,0.000000,0.00018840,54.9
315,3.924606,0.000000,0.00018900,55.1
316,4.002489,0.000000,0.00018960,55.3
317,3.947357,0.000000,0.00019020,55.5
318,3.929803,0.000000,0.00019080,55.6
319,3.949484,0.000000,0.00019140,55.8
320,3.952868,0.000000,0.00019200,56.0
321,3.991325,0.000000,0.00019260,56.2
322,3.878130,0.000000,0.00019320,56.3
323,3.952946,0.000000,0.00019380,56.5
324,3.881850,0.000000,0.00019440,56.7
325,3.971582,0.000000,0.00019500,56.8
326,3.865247,0.000000,0.00019560,57.0
327,3.908553,0.000000,0.00019620,57.2
328,3.896770,0.000000,0.00019680,57.4
329,3.943995,0.000000,0.00019740,57.5
330,3.982306,0.000000,0.00019800,57.7
331,3.865919,0.000000,0.00019860,57.9
332,3.916610,0.000000,0.00019920,58.1
333,3.959186,0.000000,0.00019980,58.2
334,3.950078,0.000000,0.00020040,58.4
335,3.938695,0.000000,0.00020100,58.6
336,3.884693,0.000000,0.00020160,58.8
337,3.812696,0.000000,0.00020220,58.9
338,3.911498,0.000000,0.00020280,59.1
339,3.930607,0.000000,0.00020340,59.3
340,3.904075,0.000000,0.00020400,59.4
341,3.916503,0.000000,0.00020460,59.6
342,3.863986,0.000000,0.00020520,59.8
343,4.046921,0.000000,0.00020580,60.0
344,3.806245,0.000000,0.00020640,60.1
345,3.865515,0.000000,0.00020700,60.3
346,3.904352,0.000000,0.00020760,60.5
347,3.909697,0.000000,0.00020820,60.7
348,3.899520,0.000000,0.00020880,60.8
349,3.861092,0.000000,0.00020940,61.0
350,3.929956,0.000000,0.00021000,61.2
351,3.870488,0.000000,0.00021060,61.4
352,3.824279,0.000000,0.00021120,61.5
353,3.812060,0.000000,0.00021180,61.7
354,3.824151,0.000000,0.00021240,61.9
355,3.810769,0.000000,0.00021300,62.0
356,3.845243,0.000000,0.00021360,62.2
357,3.902277,0.000000,0.00021420,62.4
358,3.843221,0.000000,0.00021480,62.6
359,3.868334,0.000000,0.00021540,62.7
360,3.832339,0.000000,0.00021600,62.9
361,3.845061,0.000000,0.00021660,63.1
362,3.858948,0.000000,0.00021720,63.3
363,3.817286,0.000000,0.00021780,63.4
364,3.839282,0.000000,0.00021840,63.6
365,3.829138,0.000000,0.00021900,63.8
366,3.835446,0.000000,0.00021960,64.0
367,3.797091,0.000000,0.00022020,64.1
368,3.817291,0.000000,0.00022080,64.3
369,3.806004,0.000000,0.00022140,64.5
370,3.811476,0.000000,0.00022200,64.6
371,3.827832,0.000000,0.00022260,64.8
372,3.718113,0.000000,0.00022320,65.0
373,3.786441,0.000000,0.00022380,65.2
374,3.733513,0.000000,0.00022440,65.3
375,3.814230,0.000000,0.00022500,65.5
376,3.792159,0.000000,0.00022560,65.7
377,3.743706,0.000000,0.00022620,65.9
378,3.747025,0.000000,0.00022680,66.0
379,3.778496,0.000000,0.00022740,66.2
380,3.788170,0.000000,0.00022800,66.4
381,3.856848,0.000000,0.00022860,66.6
382,3.780690,0.000000,0.00022920,66.7
383,3.799623,0.000000,0.00022980,66.9
384,3.765494,0.000000,0.00023040,67.1
385,3.772715,0.000000,0.00023100,67.2
386,3.813082,0.000000,0.00023160,67.4
387,3.760278,0.000000,0.00023220,67.6
388,3.702262,0.000000,0.00023280,67.8
389,3.772354,0.000000,0.00023340,67.9
390,3.775678,0.000000,0.00023400,68.1
391,3.785975,0.000000,0.00023460,68.3
392,3.718499,0.000000,0.00023520,68.5
393,3.789789,0.000000,0.00023580,68.6
394,3.689048,0.000000,0.00023640,68.8
395,3.667736,0.000000,0.00023700,69.0
396,3.745338,0.000000,0.00023760,69.2
397,3.730459,0.000000,0.00023820,69.3
398,3.784589,0.000000,0.00023880,69.5
399,3.762990,0.000000,0.00023940,69.7
400,3.676805,0.000000,0.00024000,69.8
401,3.679398,0.000000,0.00024060,70.0
402,3.679608,0.000000,0.00024120,70.2
403,3.688677,0.000000,0.00024180,70.4
404,3.699286,0.000000,0.00024240,70.5
405,3.695251,0.000000,0.00024300,70.7
406,3.725304,0.000000,0.00024360,70.9
407,3.708329,0.000000,0.00024420,71.1
408,3.719576,0.000000,0.00024480,71.2
409,3.780824,0.000000,0.00024540,71.4
410,3.731398,0.000000,0.00024600,71.6
411,3.658136,0.000000,0.00024660,71.7
412,3.641715,0.000000,0.00024720,71.9
413,3.656947,0.000000,0.00024780,72.1
414,3.658938,0.000000,0.00024840,72.3
415,3.660561,0.000000,0.00024900,72.4
416,3.661967,0.000000,0.00024960,72.6
417,3.691709,0.000000,0.00025020,72.8
418,3.662144,0.000000,0.00025080,73.0
419,3.690994,0.000000,0.00025140,73.1
420,3.670515,0.000000,0.00025200,73.3
421,3.677390,0.000000,0.00025260,73.5
422,3.696569,0.000000,0.00025320,73.7
423,3.719029,0.000000,0.00025380,73.8
424,3.652893,0.000000,0.00025440,74.0
425,3.698403,0.000000,0.00025500,74.2
426,3.705927,0.000000,0.00025560,74.3
427,3.673087,0.000000,0.00025620,74.5
428,3.650717,0.000000,0.00025680,74.7
429,3.635365,0.000000,0.00025740,74.9
430,3.594110,0.000000,0.00025800,75.0
431,3.652984,0.000000,0.00025860,75.2
432,3.687863,0.000000,0.00025920,75.4
433,3.613712,0.000000,0.00025980,75.6
434,3.613977,0.000000,0.00026040,75.7
435,3.626886,0.000000,0.00026100,75.9
436,3.630785,0.000000,0.00026160,76.1
437,3.665775,0.000000,0.00026220,76.3
438,3.622944,0.000000,0.00026280,76.4
439,3.585463,0.000000,0.00026340,76.6
440,3.591727,0.000000,0.00026400,76.8
441,3.558417,0.000000,0.00026460,76.9
442,3.689760,0.000000,0.00026520,77.1
443,3.571548,0.000000,0.00026580,77.3
444,3.609911,0.000000,0.00026640,77.5
445,3.573514,0.000000,0.00026700,77.6
446,3.585109,0.000000,0.00026760,77.8
447,3.701361,0.000000,0.00026820,78.0
448,3.598435,0.000000,0.00026880,78.2
449,3.662668,0.000000,0.00026940,78.3
450,3.569636,0.000000,0.00027000,78.5
451,3.632835,0.000000,0.00027060,78.7
452,3.521312,0.000000,0.00027120,78.9
453,3.646731,0.000000,0.00027180,79.0
454,3.540843,0.000000,0.00027240,79.2
455,3.623171,0.000000,0.00027300,79.4
456,3.675054,0.000000,0.00027360,79.5
457,3.583713,0.000000,0.00027420,79.7
458,3.602871,0.000000,0.00027480,79.9
459,3.594276,0.000000,0.00027540,80.1
460,3.475920,0.000000,0.00027600,80.2
461,3.537444,0.000000,0.00027660,80.4
462,3.577053,0.000000,0.00027720,80.6
463,3.546869,0.000000,0.00027780,80.8
464,3.582182,0.000000,0.00027840,80.9
465,3.545121,0.000000,0.00027900,81.1
466,3.550586,0.000000,0.00027960,81.3
467,3.519173,0.000000,0.00028020,81.5
468,3.611278,0.000000,0.00028080,81.6
469,3.481796,0.000000,0.00028140,81.8
470,3.508334,0.000000,0.00028200,82.0
471,3.526694,0.000000,0.00028260,82.1
472,3.534480,0.000000,0.00028320,82.3
473,3.571359,0.000000,0.00028380,82.5
474,3.462784,0.000000,0.00028440,82.7
475,3.511657,0.000000,0.00028500,82.8
476,3.573060,0.000000,0.00028560,83.0
477,3.478638,0.000000,0.00028620,83.2
478,3.529929,0.000000,0.00028680,83.4
479,3.470539,0.000000,0.00028740,83.5
480,3.547787,0.000000,0.00028800,83.7
481,3.564279,0.000000,0.00028860,83.9
482,3.557191,0.000000,0.00028920,84.1
483,3.485703,0.000000,0.00028980,84.2
484,3.527730,0.000000,0.00029040,84.4
485,3.457616,0.000000,0.00029100,84.6
486,3.491014,0.000000,0.00029160,84.7
487,3.485437,0.000000,0.00029220,84.9
488,3.499845,0.000000,0.00029280,85.1
489,3.510882,0.000000,0.00029340,85.3
490,3.533696,0.000000,0.00029400,85.4
491,3.484777,0.000000,0.00029460,85.6
492,3.398892,0.000000,0.00029520,85.8
493,3.483045,0.000000,0.00029580,86.0
494,3.447837,0.000000,0.00029640,86.1
495,3.462227,0.000000,0.00029700,86.3
496,3.471553,0.000000,0.00029760,86.5
497,3.414023,0.000000,0.00029820,86.7
498,3.494928,0.000000,0.00029880,86.8
499,3.412894,0.000000,0.00029940,87.0
500,3.529573,0.000000,0.00030000,87.2
501,3.322691,0.000000,0.00030000,87.4
502,3.389145,0.000000,0.00030000,87.5
503,3.486942,0.000000,0.00030000,87.7
504,3.446884,0.000000,0.00030000,87.9
505,3.421154,0.000000,0.00030000,88.1
506,3.446712,0.000000,0.00030000,88.2
507,3.418284,0.000000,0.00030000,88.4
508,3.446244,0.000000,0.00030000,88.6
509,3.421736,0.000000,0.00030000,88.8
510,3.464972,0.000000,0.00030000,88.9
511,3.363018,0.000000,0.00030000,89.1
512,3.383990,0.000000,0.00030000,89.3
513,3.438050,0.000000,0.00030000,89.5
514,3.454981,0.000000,0.00030000,89.6
515,3.401888,0.000000,0.00030000,89.8
516,3.400186,0.000000,0.00030000,90.0
517,3.387474,0.000000,0.00030000,90.2
518,3.364389,0.000000,0.00030000,90.3
519,3.388717,0.000000,0.00030000,90.5
520,3.419640,0.000000,0.00030000,90.7
521,3.466814,0.000000,0.00030000,90.9
522,3.425097,0.000000,0.00030000,91.0
523,3.449904,0.000000,0.00030000,91.2
524,3.411288,0.000000,0.00030000,91.4
525,3.371748,0.000000,0.00030000,91.6
526,3.376436,0.000000,0.00030000,91.7
527,3.329237,0.000000,0.00030000,91.9
528,3.385837,0.000000,0.00030000,92.1
529,3.457804,0.000000,0.00030000,92.3
530,3.440448,0.000000,0.00030000,92.4
531,3.351652,0.000000,0.00030000,92.6
532,3.433357,0.000000,0.00030000,92.8
533,3.337560,0.000000,0.00030000,92.9
534,3.341913,0.000000,0.00030000,93.1
535,3.335756,0.000000,0.00030000,93.3
536,3.387649,0.000000,0.00030000,93.5
537,3.337091,0.000000,0.00030000,93.6
538,3.405354,0.000000,0.00030000,93.8
539,3.374296,0.000000,0.00030000,94.0
540,3.379898,0.000000,0.00030000,94.2
541,3.426207,0.000000,0.00030000,94.3
542,3.323102,0.000000,0.00030000,94.5
543,3.349503,0.000000,0.00030000,94.7
544,3.315422,0.000000,0.00030000,94.9
545,3.348050,0.000000,0.00030000,95.0
546,3.329309,0.000000,0.00030000,95.2
547,3.288454,0.000000,0.00030000,95.4
548,3.328940,0.000000,0.00030000,95.6
549,3.354823,0.000000,0.00030000,95.7
550,3.350786,0.000000,0.00030000,95.9
551,3.366712,0.000000,0.00030000,96.1
552,3.301797,0.000000,0.00030000,96.3
553,3.301220,0.000000,0.00030000,96.4
554,3.322031,0.000000,0.00030000,96.6
555,3.326988,0.000000,0.00030000,96.8
556,3.342885,0.000000,0.00030000,97.0
557,3.287447,0.000000,0.00030000,97.1
558,3.299429,0.000000,0.00030000,97.3
559,3.350226,0.000000,0.00030000,97.5
560,3.292933,0.000000,0.00030000,97.6
561,3.319518,0.000000,0.00030000,97.8
562,3.305907,0.000000,0.00030000,98.0
563,3.235755,0.000000,0.00030000,98.2
564,3.257845,0.000000,0.00030000,98.3
565,3.354616,0.000000,0.00030000,98.5
566,3.336282,0.000000,0.00030000,98.7
567,3.297523,0.000000,0.00030000,98.9
568,3.282200,0.000000,0.00030000,99.0
569,3.267765,0.000000,0.00030000,99.2
570,3.315217,0.000000,0.00030000,99.4
571,3.283673,0.000000,0.00030000,99.6
572,3.339337,0.000000,0.00030000,99.7
573,3.241307,0.000000,0.00030000,99.9
574,3.275016,0.000000,0.00030000,100.1
575,3.314236,0.000000,0.00030000,100.3
576,3.276898,0.000000,0.00030000,100.4
577,3.264602,0.000000,0.00030000,100.6
578,3.329740,0.000000,0.00030000,100.8
579,3.221459,0.000000,0.00030000,101.0
580,3.270371,0.000000,0.00030000,101.1
581,3.269126,0.000000,0.00030000,101.3
582,3.256361,0.000000,0.00030000,101.5
583,3.237659,0.000000,0.00030000,101.7
584,3.203388,0.000000,0.00030000,101.8
585,3.286707,0.000000,0.00030000,102.0
586,3.247913,0.000000,0.00030000,102.2
587,3.310625,0.000000,0.00030000,102.4
588,3.185126,0.000000,0.00030000,102.5
589,3.236580,0.000000,0.00030000,102.7
590,3.234927,0.000000,0.00030000,102.9
591,3.195372,0.000000,0.00030000,103.0
592,3.309018,0.000000,0.00030000,103.2
593,3.215060,0.000000,0.00030000,103.4
594,3.243134,0.000000,0.00030000,103.6
595,3.176956,0.000000,0.00030000,103.7
596,3.257819,0.000000,0.00030000,103.9
597,3.223045,0.000000,0.00030000,104.1
598,3.212460,0.000000,0.00030000,104.3
599,3.157080,0.000000,0.00030000,104.4
600,3.248428,0.000000,0.00030000,104.6
601,3.251761,0.000000,0.00030000,104.8
602,3.237658,0.000000,0.00030000,105.0
603,3.230293,0.000000,0.00030000,105.1
604,3.210713,0.000000,0.00030000,105.3
605,3.138486,0.000000,0.00030000,105.5
606,3.242522,0.000000,0.00030000,105.7
607,3.202301,0.000000,0.00030000,105.8
608,3.173920,0.000000,0.00030000,106.0
609,3.209460,0.000000,0.00030000,106.2
610,3.259088,0.000000,0.00030000,106.4
611,3.147033,0.000000,0.00030000,106.5
612,3.249675,0.000000,0.00030000,106.7
613,3.099802,0.000000,0.00030000,106.9
614,3.154299,0.000000,0.00030000,107.0
615,3.173968,0.000000,0.00030000,107.2
616,3.113463,0.000000,0.00030000,107.4
617,3.227498,0.000000,0.00030000,107.6
618,3.236763,0.000000,0.00030000,107.7
619,3.159418,0.000000,0.00030000,107.9
620,3.163717,0.000000,0.00030000,108.1
621,3.162776,0.000000,0.00030000,108.3
622,3.138152,0.000000,0.00030000,108.4
623,3.184442,0.000000,0.00030000,108.6
624,3.108851,0.000000,0.00030000,108.8
625,3.174217,0.000000,0.00030000,109.0
626,3.172272,0.000000,0.00030000,109.1
627,3.232985,0.000000,0.00030000,109.3
628,3.137049,0.000000,0.00030000,109.5
629,3.114989,0.000000,0.00030000,109.7
630,3.169058,0.000000,0.00029999,109.8
631,3.124779,0.000000,0.00029999,110.0
632,3.156158,0.000000,0.00029999,110.2
633,3.165234,0.000000,0.00029999,110.4
634,3.159032,0.000000,0.00029999,110.5
