step,loss,tri_loss,lr,elapsed_s
97,5.886405,0.000000,0.00005820,17.4
98,5.785247,0.000000,0.00005880,17.6
99,5.805177,0.000000,0.00005940,17.8
100,5.795367,0.000000,0.00006000,17.9
101,5.776995,0.000000,0.00006060,18.1
102,5.808883,0.000000,0.00006120,18.3
103,5.758138,0.000000,0.00006180,18.5
104,5.706892,0.000000,0.00006240,18.6
105,5.704336,0.000000,0.00006300,18.8
106,5.704504,0.000000,0.00006360,19.0
107,5.601636,0.000000,0.00006420,19.1
108,5.668935,0.000000,0.00006480,19.3
109,5.601942,0.000000,0.00006540,19.5
110,5.576499,0.000000,0.00006600,19.7
111,5.605399,0.000000,0.00006660,19.8
112,5.538831,0.000000,0.00006720,20.0
113,5.576219,0.000000,0.00006780,20.2
114,5.508597,0.000000,0.00006840,20.4
115,5.463311,0.000000,0.00006900,20.5
116,5.478667,0.000000,0.00006960,20.7
117,5.448213,0.000000,0.00007020,20.9
118,5.461082,0.000000,0.00007080,21.0
119,5.378308,0.000000,0.00007140,21.2
120,5.409627,0.000000,0.00007200,21.4
121,5.368158,0.000000,0.00007260,21.6
122,5.370620,0.000000,0.00007320,21.7
123,5.317197,0.000000,0.00007380,21.9
124,5.313664,0.000000,0.00007440,22.1
125,5.278300,0.000000,0.00007500,22.3
126,5.378785,0.000000,0.00007560,22.4
127,5.251428,0.000000,0.00007620,22.6
128,5.223807,0.000000,0.00007680,22.8
129,5.194256,0.000000,0.00007740,22.9
130,5.214611,0.000000,0.00007800,23.1
131,5.250647,0.000000,0.00007860,23.3
132,5.164541,0.000000,0.00007920,23.5
133,5.178123,0.000000,0.00007980,23.6
134,5.168102,0.000000,0.00008040,23.8
135,5.199219,0.000000,0.00008100,24.0
136,5.215499,0.000000,0.00008160,24.2
137,5.080942,0.000000,0.00008220,24.3
138,5.128255,0.000000,0.00008280,24.5
139,5.076317,0.000000,0.00008340,24.7
140,5.031292,0.000000,0.00008400,24.8
141,5.070629,0.000000,0.00008460,25.0
142,5.011193,0.000000,0.00008520,25.2
143,5.056610,0.000000,0.00008580,25.4
144,5.114482,0.000000,0.00008640,25.5
145,4.997486,0.000000,0.00008700,25.7
146,5.029506,0.000000,0.00008760,25.9
147,5.047174,0.000000,0.00008820,26.1
148,4.955093,0.000000,0.00008880,26.2
149,4.911205,0.000000,0.00008940,26.4
150,4.972732,0.000000,0.00009000,26.6
151,4.945108,0.000000,0.00009060,26.8
152,4.943181,0.000000,0.00009120,26.9
153,4.916127,0.000000,0.00009180,27.1
154,5.020201,0.000000,0.00009240,27.3
155,4.874061,0.000000,0.00009300,27.4
156,4.888805,0.000000,0.00009360,27.6
157,4.874517,0.000000,0.00009420,27.8
158,4.909140,0.000000,0.00009480,28.0
159,4.846816,0.000000,0.00009540,28.1
160,4.907331,0.000000,0.00009600,28.3
161,4.844435,0.000000,0.00009660,28.5
162,4.775496,0.000000,0.00009720,28.7
163,4.842659,0.000000,0.00009780,28.8
164,4.811519,0.000000,0.00009840,29.0
165,4.804177,0.000000,0.00009900,29.2
166,4.756727,0.000000,0.00009960,29.3
167,4.810653,0.000000,0.00010020,29.5
168,4.765231,0.000000,0.00010080,29.7
169,4.698260,0.000000,0.00010140,29.9
170,4.708608,0.000000,0.00010200,30.0
171,4.717326,0.000000,0.00010260,30.2
172,4.781219,0.000000,0.00010320,30.4
173,4.715460,0.000000,0.00010380,30.6
174,4.734379,0.000000,0.00010440,30.7
175,4.657446,0.000000,0.00010500,30.9
176,4.644677,0.000000,0.00010560,31.1
177,4.656667,0.000000,0.00010620,31.2
178,4.684943,0.000000,0.00010680,31.4
179,4.632225,0.000000,0.00010740,31.6
180,4.648184,0.000000,0.00010800,31.8
181,4.716989,0.000000,0.00010860,31.9
182,4.674547,0.000000,0.00010920,32.1
183,4.657427,0.000000,0.00010980,32.3
184,4.629349,0.000000,0.00011040,32.5
185,4.584513,0.000000,0.00011100,32.6
186,4.624608,0.000000,0.00011160,32.8
187,4.660127,0.000000,0.00011220,33.0
188,4.565650,0.000000,0.00011280,33.1
189,4.595844,0.000000,0.00011340,33.3
190,4.575865,0.000000,0.00011400,33.5
191,4.628930,0.000000,0.00011460,33.7
192,4.552773,0.000000,0.00011520,33.8
193,4.583005,0.000000,0.00011580,34.0
194,4.633423,0.000000,0.00011640,34.2
195,4.528331,0.000000,0.00011700,34.4
196,4.542521,0.000000,0.00011760,34.5
197,4.563509,0.000000,0.00011820,34.7
198,4.495674,0.000000,0.00011880,34.9
199,4.536542,0.000000,0.00011940,35.0
200,4.478607,0.000000,0.00012000,35.2
201,4.464532,0.000000,0.00012060,35.4
202,4.395357,0.000000,0.00012120,35.6
203,4.481367,0.000000,0.00012180,35.7
204,4.471524,0.000000,0.00012240,35.9
205,4.469565,0.000000,0.00012300,36.1
206,4.403137,0.000000,0.00012360,36.3
207,4.491185,0.000000,0.00012420,36.4
208,4.444693,0.000000,0.00012480,36.6
209,4.420988,0.000000,0.00012540,36.8
210,4.423568,0.000000,0.00012600,36.9
211,4.436749,0.000000,0.00012660,37.1
212,4.399174,0.000000,0.00012720,37.3
213,4.428933,0.000000,0.00012780,37.5
214,4.489749,0.000000,0.00012840,37.6
215,4.485442,0.000000,0.00012900,37.8
216,4.395886,0.000000,0.00012960,38.0
217,4.359065,0.000000,0.00013020,38.2
218,4.390646,0.000000,0.00013080,38.3
219,4.405249,0.000000,0.00013140,38.5
220,4.383422,0.000000,0.00013200,38.7
221,4.368264,0.000000,0.00013260,38.9
222,4.356403,0.000000,0.00013320,39.0
223,4.307041,0.000000,0.00013380,39.2
224,4.367791,0.000000,0.00013440,39.4
225,4.328928,0.000000,0.00013500,39.5
226,4.381429,0.000000,0.00013560,39.7
227,4.201808,0.000000,0.00013620,39.9
228,4.315796,0.000000,0.00013680,40.1
229,4.309267,0.000000,0.00013740,40.2
230,4.322834,0.000000,0.00013800,40.4
231,4.389897,0.000000,0.00013860,40.6
232,4.331731,0.000000,0.00013920,40.8
233,4.379532,0.000000,0.00013980,40.9
234,4.313697,0.000000,0.00014040,41.1
235,4.339536,0.000000,0.00014100,41.3
236,4.316084,0.000000,0.00014160,41.4
237,4.282021,0.000000,0.00014220,41.6
238,4.256147,0.000000,0.00014280,41.8
239,4.283898,0.000000,0.00014340,42.0
240,4.186808,0.000000,0.00014400,42.1
241,4.230966,0.000000,0.00014460,42.3
242,4.217819,0.000000,0.00014520,42.5
243,4.215416,0.000000,0.00014580,42.7
244,4.304631,0.000000,0.00014640,42.8
245,4.256481,0.000000,0.00014700,43.0
246,4.327671,0.000000,0.00014760,43.2
247,4.254010,0.000000,0.00014820,43.3
248,4.126176,0.000000,0.00014880,43.5
249,4.302682,0.000000,0.00014940,43.7
250,4.267067,0.000000,0.00015000,43.9
251,4.245859,0.000000,0.00015060,44.0
252,4.209570,0.000000,0.00015120,44.2
253,4.185137,0.000000,0.00015180,44.4
254,4.212729,0.000000,0.00015240,44.6
255,4.183811,0.000000,0.00015300,44.7
256,4.225632,0.000000,0.00015360,44.9
257,4.189149,0.000000,0.00015420,45.1
258,4.161978,0.000000,0.00015480,45.2
259,4.139579,0.000000,0.00015540,45.4
260,4.169863,0.000000,0.00015600,45.6
261,4.161364,0.000000,0.00015660,45.8
262,4.129809,0.000000,0.00015720,45.9
263,4.128226,0.000000,0.00015780,46.1
264,4.092848,0.000000,0.00015840,46.3
265,4.145956,0.000000,0.00015900,46.5
266,4.151896,0.000000,0.00015960,46.6
267,4.106089,0.000000,0.00016020,46.8
268,4.152277,0.000000,0.00016080,47.0
269,4.146993,0.000000,0.00016140,47.1
270,4.116494,0.000000,0.00016200,47.3
271,4.159682,0.000000,0.00016260,47.5
272,4.162480,0.000000,0.00016320,47.7
273,4.126653,0.000000,0.00016380,47.8
274,4.105119,0.000000,0.00016440,48.0
275,4.117031,0.000000,0.00016500,48.2
276,4.156055,0.000000,0.00016560,48.4
277,4.077557,0.000000,0.00016620,48.5
278,4.107763,0.000000,0.00016680,48.7
279,4.086332,0.000000,0.00016740,48.9
280,4.061942,0.000000,0.00016800,49.1
281,4.109465,0.000000,0.00016860,49.2
282,4.125983,0.000000,0.00016920,49.4
283,4.127741,0.000000,0.00016980,49.6
284,4.087520,0.000000,0.00017040,49.7
285,4.031959,0.000000,0.00017100,49.9
286,4.066002,0.000000,0.00017160,50.1
287,4.020267,0.000000,0.00017220,50.3
288,4.092256,0.000000,0.00017280,50.4
289,3.974566,0.000000,0.00017340,50.6
290,4.042963,0.000000,0.00017400,50.8
291,4.037131,0.000000,0.00017460,51.0
292,4.073881,0.000000,0.00017520,51.1
293,4.083433,0.000000,0.00017580,51.3
294,4.015794,0.000000,0.00017640,51.5
295,4.038967,0.000000,0.00017700,51.6
296,4.058687,0.000000,0.00017760,51.8
297,4.019706,0.000000,0.00017820,52.0
298,4.089849,0.000000,0.00017880,52.2
299,4.053799,0.000000,0.00017940,52.3
300,4.010894,0.000000,0.00018000,52.5
301,3.993774,0.000000,0.00018060,52.7
302,3.994844,0.000000,0.00018120,52.9
303,4.040612,0.000000,0.00018180,53.0
304,4.005477,0.000000,0.00018240,53.2
305,4.020171,0.000000,0.00018300,53.4
306,3.954007,0.000000,0.00018360,53.5
307,4.012765,0.000000,0.00018420,53.7
308,3.936143,0.000000,0.00018480,53.9
309,4.019569,0.000000,0.00018540,54.1
310,3.968408,0.000000,0.00018600,54.2
311,4.000092,0.000000,0.00018660,54.4
312,3.984939,0.000000,0.00018720,54.6
313,4.013479,0.000000,0.00018780,54.8
314,3.942652,0.000000,0.00018840,54.9
315,3.924606,0.000000,0.00018900,55.1
316,4.002489,0.000000,0.00018960,55.3
317,3.947357,0.000000,0.00019020,55.5
318,3.929803,0.000000,0.00019080,55.6
319,3.949484,0.000000,0.00019140,55.8
320,3.952868,0.000000,0.00019200,56.0
321,3.991325,0.000000,0.00019260,56.1
322,3.878130,0.000000,0.00019320,56.3
323,3.952946,0.000000,0.00019380,56.5
324,3.881850,0.000000,0.00019440,56.7
325,3.971582,0.000000,0.00019500,56.8
326,3.865247,0.000000,0.00019560,57.0
327,3.908553,0.000000,0.00019620,57.2
328,3.896770,0.000000,0.00019680,57.4
329,3.943995,0.000000,0.00019740,57.5
330,3.982306,0.000000,0.00019800,57.7
331,3.865919,0.000000,0.00019860,57.9
332,3.916610,0.000000,0.00019920,58.0
333,3.959186,0.000000,0.00019980,58.2
334,3.950078,0.000000,0.00020040,58.4
335,3.938695,0.000000,0.00020100,58.6
336,3.884693,0.000000,0.00020160,58.7
337,3.812696,0.000000,0.00020220,58.9
338,3.911498,0.000000,0.00020280,59.1
339,3.930607,0.000000,0.00020340,59.3
340,3.904075,0.000000,0.00020400,59.4
341,3.916503,0.000000,0.00020460,59.6
342,3.863986,0.000000,0.00020520,59.8
343,4.046921,0.000000,0.00020580,59.9
344,3.806245,0.000000,0.00020640,60.1
345,3.865515,0.000000,0.00020700,60.3
346,3.904352,0.000000,0.00020760,60.5
347,3.909697,0.000000,0.00020820,60.6
348,3.899520,0.000000,0.00020880,60.8
349,3.861092,0.000000,0.00020940,61.0
350,3.929956,0.000000,0.00021000,61.2
351,3.870488,0.000000,0.00021060,61.3
352,3.824279,0.000000,0.00021120,61.5
353,3.812060,0.000000,0.00021180,61.7
354,3.824151,0.000000,0.00021240,61.8
355,3.810769,0.000000,0.00021300,62.0
356,3.845243,0.000000,0.00021360,62.2
357,3.902277,0.000000,0.00021420,62.4
358,3.843221,0.000000,0.00021480,62.5
359,3.868334,0.000000,0.00021540,62.7
360,3.832339,0.000000,0.00021600,62.9
361,3.845061,0.000000,0.00021660,63.1
362,3.858948,0.000000,0.00021720,63.2
363,3.817286,0.000000,0.00021780,63.4
364,3.839282,0.000000,0.00021840,63.6
365,3.829138,0.000000,0.00021900,63.8
366,3.835446,0.000000,0.00021960,63.9
367,3.797091,0.000000,0.00022020,64.1
368,3.817291,0.000000,0.00022080,64.3
369,3.806004,0.000000,0.00022140,64.4
370,3.811476,0.000000,0.00022200,64.6
371,3.827832,0.000000,0.00022260,64.8
372,3.718113,0.000000,0.00022320,65.0
373,3.786441,0.000000,0.00022380,65.1
374,3.733513,0.000000,0.00022440,65.3
375,3.814230,0.000000,0.00022500,65.5
376,3.792159,0.000000,0.00022560,65.7
377,3.743706,0.000000,0.00022620,65.8
378,3.747025,0.000000,0.00022680,66.0
379,3.778496,0.000000,0.00022740,66.2
380,3.788170,0.000000,0.00022800,66.3
381,3.856848,0.000000,0.00022860,66.5
382,3.780690,0.000000,0.00022920,66.7
383,3.799623,0.000000,0.00022980,66.9
384,3.765494,0.000000,0.00023040,67.0
385,3.772715,0.000000,0.00023100,67.2
386,3.813082,0.000000,0.00023160,67.4
387,3.760278,0.000000,0.00023220,67.6
388,3.702262,0.000000,0.00023280,67.7
389,3.772354,0.000000,0.00023340,67.9
390,3.775695,0.000000,0.00023400,68.1
391,3.785970,0.000000,0.00023460,68.3
392,3.718518,0.000000,0.00023520,68.4
393,3.789787,0.000000,0.00023580,68.6
394,3.689044,0.000000,0.00023640,68.8
395,3.667723,0.000000,0.00023700,68.9
396,3.745350,0.000000,0.00023760,69.1
397,3.730464,0.000000,0.00023820,69.3
398,3.784586,0.000000,0.00023880,69.5
399,3.762990,0.000000,0.00023940,69.6
400,3.676817,0.000000,0.00024000,69.8
401,3.679374,0.000000,0.00024060,70.0
402,3.679614,0.000000,0.00024120,70.2
403,3.688648,0.000000,0.00024180,70.3
404,3.699287,0.000000,0.00024240,70.5
405,3.695256,0.000000,0.00024300,70.7
406,3.725295,0.000000,0.00024360,70.8
407,3.708336,0.000000,0.00024420,71.0
408,3.719565,0.000000,0.00024480,71.2
409,3.780823,0.000000,0.00024540,71.4
410,3.731420,0.000000,0.00024600,71.5
411,3.658126,0.000000,0.00024660,71.7
412,3.641728,0.000000,0.00024720,71.9
413,3.656940,0.000000,0.00024780,72.1
414,3.658935,0.000000,0.00024840,72.2
415,3.660560,0.000000,0.00024900,72.4
416,3.661972,0.000000,0.00024960,72.6
417,3.691705,0.000000,0.00025020,72.8
418,3.662147,0.000000,0.00025080,72.9
419,3.691003,0.000000,0.00025140,73.1
420,3.670503,0.000000,0.00025200,73.3
421,3.677395,0.000000,0.00025260,73.4
422,3.696564,0.000000,0.00025320,73.6
423,3.719031,0.000000,0.00025380,73.8
424,3.652896,0.000000,0.00025440,74.0
425,3.698415,0.000000,0.00025500,74.1
426,3.705912,0.000000,0.00025560,74.3
427,3.673100,0.000000,0.00025620,74.5
428,3.650729,0.000000,0.00025680,74.7
429,3.635360,0.000000,0.00025740,74.8
430,3.594111,0.000000,0.00025800,75.0
431,3.652963,0.000000,0.00025860,75.2
432,3.687892,0.000000,0.00025920,75.4
433,3.613723,0.000000,0.00025980,75.5
434,3.613990,0.000000,0.00026040,75.7
435,3.626884,0.000000,0.00026100,75.9
436,3.630825,0.000000,0.00026160,76.0
437,3.665757,0.000000,0.00026220,76.2
438,3.622937,0.000000,0.00026280,76.4
439,3.585464,0.000000,0.00026340,76.6
440,3.591727,0.000000,0.00026400,76.7
441,3.558401,0.000000,0.00026460,76.9
442,3.689760,0.000000,0.00026520,77.1
443,3.571549,0.000000,0.00026580,77.3
444,3.609923,0.000000,0.00026640,77.4
445,3.573484,0.000000,0.00026700,77.6
446,3.585094,0.000000,0.00026760,77.8
447,3.701366,0.000000,0.00026820,77.9
448,3.598444,0.000000,0.00026880,78.1
449,3.662683,0.000000,0.00026940,78.3
450,3.569648,0.000000,0.00027000,78.5
451,3.632857,0.000000,0.00027060,78.6
452,3.521326,0.000000,0.00027120,78.8
453,3.646742,0.000000,0.00027180,79.0
454,3.540851,0.000000,0.00027240,79.2
455,3.623178,0.000000,0.00027300,79.3
456,3.675035,0.000000,0.00027360,79.5
457,3.583697,0.000000,0.00027420,79.7
458,3.602880,0.000000,0.00027480,79.9
459,3.594296,0.000000,0.00027540,80.0
460,3.475904,0.000000,0.00027600,80.2
461,3.537439,0.000000,0.00027660,80.4
462,3.577060,0.000000,0.00027720,80.5
463,3.546891,0.000000,0.00027780,80.7
464,3.582182,0.000000,0.00027840,80.9
465,3.545117,0.000000,0.00027900,81.1
466,3.550571,0.000000,0.00027960,81.2
467,3.519156,0.000000,0.00028020,81.4
468,3.611281,0.000000,0.00028080,81.6
469,3.481807,0.000000,0.00028140,81.8
470,3.508329,0.000000,0.00028200,81.9
471,3.526701,0.000000,0.00028260,82.1
472,3.534457,0.000000,0.00028320,82.3
473,3.571361,0.000000,0.00028380,82.4
474,3.462774,0.000000,0.00028440,82.6
475,3.511666,0.000000,0.00028500,82.8
476,3.573068,0.000000,0.00028560,83.0
477,3.478645,0.000000,0.00028620,83.1
478,3.529959,0.000000,0.00028680,83.3
479,3.470559,0.000000,0.00028740,83.5
480,3.547786,0.000000,0.00028800,83.7
481,3.564341,0.000000,0.00028860,83.8
482,3.557192,0.000000,0.00028920,84.0
483,3.485746,0.000000,0.00028980,84.2
484,3.527741,0.000000,0.00029040,84.4
485,3.457629,0.000000,0.00029100,84.5
486,3.490983,0.000000,0.00029160,84.7
487,3.485442,0.000000,0.00029220,84.9
488,3.499855,0.000000,0.00029280,85.0
489,3.510877,0.000000,0.00029340,85.2
490,3.533713,0.000000,0.00029400,85.4
491,3.484789,0.000000,0.00029460,85.6
492,3.398889,0.000000,0.00029520,85.7
493,3.483046,0.000000,0.00029580,85.9
494,3.447832,0.000000,0.00029640,86.1
495,3.462238,0.000000,0.00029700,86.3
496,3.471569,0.000000,0.00029760,86.4
497,3.414013,0.000000,0.00029820,86.6
498,3.494939,0.000000,0.00029880,86.8
499,3.412879,0.000000,0.00029940,87.0
500,3.529573,0.000000,0.00030000,87.1
501,3.322683,0.000000,0.00030000,87.3
502,3.389139,0.000000,0.00030000,87.5
503,3.486937,0.000000,0.00030000,87.6
504,3.446908,0.000000,0.00030000,87.8
505,3.421131,0.000000,0.00030000,88.0
506,3.446680,0.000000,0.00030000,88.2
507,3.418310,0.000000,0.00030000,88.3
508,3.446245,0.000000,0.00030000,88.5
509,3.421710,0.000000,0.00030000,88.7
510,3.464979,0.000000,0.00030000,88.9
511,3.363021,0.000000,0.00030000,89.0
512,3.383997,0.000000,0.00030000,89.2
513,3.438049,0.000000,0.00030000,89.4
514,3.454997,0.000000,0.00030000,89.6
515,3.401908,0.000000,0.00030000,89.7
516,3.400191,0.000000,0.00030000,89.9
517,3.387486,0.000000,0.00030000,90.1
518,3.364388,0.000000,0.00030000,90.2
519,3.388700,0.000000,0.00030000,90.4
520,3.419611,0.000000,0.00030000,90.6
521,3.466821,0.000000,0.00030000,90.8
522,3.425093,0.000000,0.00030000,90.9
523,3.449919,0.000000,0.00030000,91.1
524,3.411296,0.000000,0.00030000,91.3
525,3.371747,0.000000,0.00030000,91.5
526,3.376400,0.000000,0.00030000,91.6
527,3.329211,0.000000,0.00030000,91.8
528,3.385816,0.000000,0.00030000,92.0
529,3.457791,0.000000,0.00030000,92.1
530,3.440490,0.000000,0.00030000,92.3
531,3.351663,0.000000,0.00030000,92.5
532,3.433358,0.000000,0.00030000,92.7
533,3.337567,0.000000,0.00030000,92.8
534,3.341916,0.000000,0.00030000,93.0
535,3.335763,0.000000,0.00030000,93.2
536,3.387661,0.000000,0.00030000,93.4
537,3.337075,0.000000,0.00030000,93.5
538,3.405383,0.000000,0.00030000,93.7
539,3.374307,0.000000,0.00030000,93.9
540,3.379934,0.000000,0.00030000,94.1
541,3.426221,0.000000,0.00030000,94.2
542,3.323125,0.000000,0.00030000,94.4
543,3.349539,0.000000,0.00030000,94.6
544,3.315420,0.000000,0.00030000,94.7
545,3.348078,0.000000,0.00030000,94.9
546,3.329325,0.000000,0.00030000,95.1
547,3.288471,0.000000,0.00030000,95.3
548,3.328943,0.000000,0.00030000,95.4
549,3.354867,0.000000,0.00030000,95.6
550,3.350798,0.000000,0.00030000,95.8
551,3.366693,0.000000,0.00030000,96.0
552,3.301781,0.000000,0.00030000,96.1
553,3.301235,0.000000,0.00030000,96.3
554,3.322044,0.000000,0.00030000,96.5
555,3.326991,0.000000,0.00030000,96.7
556,3.342889,0.000000,0.00030000,96.8
557,3.287452,0.000000,0.00030000,97.0
558,3.299402,0.000000,0.00030000,97.2
559,3.350259,0.000000,0.00030000,97.3
560,3.292967,0.000000,0.00030000,97.5
561,3.319538,0.000000,0.00030000,97.7
562,3.305900,0.000000,0.00030000,97.9
563,3.235749,0.000000,0.00030000,98.0
564,3.257889,0.000000,0.00030000,98.2
565,3.354643,0.000000,0.00030000,98.4
566,3.336298,0.000000,0.00030000,98.6
567,3.297540,0.000000,0.00030000,98.7
568,3.282206,0.000000,0.00030000,98.9
569,3.267774,0.000000,0.00030000,99.1
570,3.315237,0.000000,0.00030000,99.3
571,3.283638,0.000000,0.00030000,99.4
572,3.339319,0.000000,0.00030000,99.6
573,3.241308,0.000000,0.00030000,99.8
574,3.275005,0.000000,0.00030000,99.9
575,3.314260,0.000000,0.00030000,100.1
576,3.276906,0.000000,0.00030000,100.3
577,3.264592,0.000000,0.00030000,100.5
578,3.329721,0.000000,0.00030000,100.6
579,3.221450,0.000000,0.00030000,100.8
580,3.270360,0.000000,0.00030000,101.0
581,3.269130,0.000000,0.00030000,101.2
582,3.256393,0.000000,0.00030000,101.3
583,3.237648,0.000000,0.00030000,101.5
584,3.203406,0.000000,0.00030000,101.7
585,3.286729,0.000000,0.00030000,101.9
586,3.247921,0.000000,0.00030000,102.0
587,3.310643,0.000000,0.00030000,102.2
588,3.185110,0.000000,0.00030000,102.4
589,3.236579,0.000000,0.00030000,102.5
590,3.234920,0.000000,0.00030000,102.7
591,3.195359,0.000000,0.00030000,102.9
592,3.309017,0.000000,0.00030000,103.1
593,3.215044,0.000000,0.00030000,103.2
594,3.243152,0.000000,0.00030000,103.4
595,3.176936,0.000000,0.00030000,103.6
596,3.257802,0.000000,0.00030000,103.8
597,3.223054,0.000000,0.00030000,103.9
598,3.212469,0.000000,0.00030000,104.1
599,3.157084,0.000000,0.00030000,104.3
600,3.248439,0.000000,0.00030000,104.4
601,3.251754,0.000000,0.00030000,104.6
602,3.237668,0.000000,0.00030000,104.8
603,3.230326,0.000000,0.00030000,105.0
604,3.210690,0.000000,0.00030000,105.1
605,3.138476,0.000000,0.00030000,105.3
606,3.242512,0.000000,0.00030000,105.5
607,3.202304,0.000000,0.00030000,105.7
608,3.173924,0.000000,0.00030000,105.8
609,3.209453,0.000000,0.00030000,106.0
610,3.259112,0.000000,0.00030000,106.2
611,3.147068,0.000000,0.00030000,106.4
612,3.249686,0.000000,0.00030000,106.5
613,3.099799,0.000000,0.00030000,106.7
614,3.154296,0.000000,0.00030000,106.9
615,3.173957,0.000000,0.00030000,107.0
616,3.113460,0.000000,0.00030000,107.2
617,3.227508,0.000000,0.00030000,107.4
618,3.236760,0.000000,0.00030000,107.6
619,3.159428,0.000000,0.00030000,107.7
620,3.163718,0.000000,0.00030000,107.9
621,3.162809,0.000000,0.00030000,108.1
622,3.138131,0.000000,0.00030000,108.3
623,3.184431,0.000000,0.00030000,108.4
624,3.108882,0.000000,0.00030000,108.6
625,3.174219,0.000000,0.00030000,108.8
626,3.172315,0.000000,0.00030000,109.0
627,3.232969,0.000000,0.00030000,109.1
628,3.137063,0.000000,0.00030000,109.3
629,3.114995,0.000000,0.00030000,109.5
630,3.169032,0.000000,0.00029999,109.6
631,3.124805,0.000000,0.00029999,109.8
632,3.156141,0.000000,0.00029999,110.0
633,3.165231,0.000000,0.00029999,110.2
634,3.159033,0.000000,0.00029999,110.3
